2025-02-18 11:51:16,571 INFO    MainThread:2646 [wandb_init.py:setup_run_log_directory():637] Logging user logs to /Users/costa/Documents/GitHub/DeepLearningMac/Deep_learning_for_medical_imaging/wandb/run-20250218_115116-29va4s51/logs/debug.log
2025-02-18 11:51:16,573 INFO    MainThread:2646 [wandb_init.py:setup_run_log_directory():638] Logging internal logs to /Users/costa/Documents/GitHub/DeepLearningMac/Deep_learning_for_medical_imaging/wandb/run-20250218_115116-29va4s51/logs/debug-internal.log
2025-02-18 11:51:16,574 INFO    MainThread:2646 [wandb_init.py:monkeypatch_ipython():589] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x1664df610>
2025-02-18 11:51:16,574 INFO    MainThread:2646 [wandb_init.py:init():756] calling init triggers
2025-02-18 11:51:16,575 INFO    MainThread:2646 [wandb_init.py:init():761] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-02-18 11:51:16,575 INFO    MainThread:2646 [wandb_init.py:init():789] starting backend
2025-02-18 11:51:16,576 INFO    MainThread:2646 [wandb_init.py:init():793] sending inform_init request
2025-02-18 11:51:16,578 INFO    MainThread:2646 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-02-18 11:51:16,578 INFO    MainThread:2646 [wandb_init.py:init():808] backend started and connected
2025-02-18 11:51:16,582 INFO    MainThread:2646 [wandb_run.py:_label_probe_notebook():1196] probe notebook
2025-02-18 11:51:16,588 INFO    MainThread:2646 [wandb_init.py:init():901] updated telemetry
2025-02-18 11:51:16,608 INFO    MainThread:2646 [wandb_init.py:init():926] communicating run to backend with 90.0 second timeout
2025-02-18 11:51:17,145 INFO    MainThread:2646 [wandb_init.py:init():984] starting run threads in backend
2025-02-18 11:51:17,201 INFO    MainThread:2646 [wandb_run.py:_console_start():2385] atexit reg
2025-02-18 11:51:17,202 INFO    MainThread:2646 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2025-02-18 11:51:17,202 INFO    MainThread:2646 [wandb_run.py:_redirect():2300] Wrapping output streams.
2025-02-18 11:51:17,202 INFO    MainThread:2646 [wandb_run.py:_redirect():2325] Redirects installed.
2025-02-18 11:51:17,203 INFO    MainThread:2646 [wandb_init.py:init():1026] run started, returning control to user process
2025-02-18 11:51:24,015 INFO    MainThread:2646 [wandb_run.py:_config_callback():1253] config_cb ('_wandb', 'visualize', 'data_plot_f_epoch 0') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/scatter/v0', 'fieldSettings': {'x': 'f_ref', 'y': 'f_pred'}, 'stringSettings': {'title': 'f: epoch 0'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'data_plot_f_epoch 0_table'}], 'fields': []}]}]}}} None
2025-02-18 11:51:24,021 INFO    MainThread:2646 [wandb_run.py:_config_callback():1253] config_cb ('_wandb', 'visualize', 'data_plot_D_epoch 0') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/scatter/v0', 'fieldSettings': {'x': 'D_ref', 'y': 'D_pred'}, 'stringSettings': {'title': 'D: epoch 0'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'data_plot_D_epoch 0_table'}], 'fields': []}]}]}}} None
2025-02-18 11:51:24,022 INFO    MainThread:2646 [wandb_run.py:_config_callback():1253] config_cb ('_wandb', 'visualize', 'data_plot_Dp_epoch 0') {'panel_type': 'Vega2', 'panel_config': {'panelDefId': 'wandb/scatter/v0', 'fieldSettings': {'x': 'Dp_ref', 'y': 'Dp_pred'}, 'stringSettings': {'title': 'Dp: epoch 0'}, 'transform': {'name': 'tableWithLeafColNames'}, 'userQuery': {'queryFields': [{'name': 'runSets', 'args': [{'name': 'runSets', 'value': '${runSets}'}], 'fields': [{'name': 'id', 'fields': []}, {'name': 'name', 'fields': []}, {'name': '_defaultColorIndex', 'fields': []}, {'name': 'summaryTable', 'args': [{'name': 'tableKey', 'value': 'data_plot_Dp_epoch 0_table'}], 'fields': []}]}]}}} None
